"Timestamp","ProcessId","ParentProcessId","Name","ExecutablePath"
"2026-06-18T06:18:23.7527432+00:00","3816","712","MysteriumDark.exe","C:\Users\Administrator\Desktop\privacy-browser-live\myst-lmprove\MysteriumDark.exe"
"2026-06-18T06:18:23.7683771+00:00","3996","3816","MysteriumDark.exe","C:\Users\Administrator\Desktop\privacy-browser-live\myst-lmprove\MysteriumDark.exe"
"2026-06-18T06:18:23.7683771+00:00","4408","3816","MysteriumDark.exe","C:\Users\Administrator\Desktop\privacy-browser-live\myst-lmprove\MysteriumDark.exe"
"2026-06-18T06:18:23.7683771+00:00","1164","3816","MysteriumDark.exe","C:\Users\Administrator\Desktop\privacy-browser-live\myst-lmprove\MysteriumDark.exe"
"2026-06-18T06:18:23.7840045+00:00","4784","3816","myst.exe","C:\Users\Administrator\Desktop\privacy-browser-live\myst-lmprove\resources\app.asar.unpacked\node_modules\@mysteriumnetwork\node\bin\win\x64\myst.exe"
"2026-06-18T06:18:23.7840045+00:00","1472","4784","conhost.exe","C:\Windows\system32\conhost.exe"
"2026-06-18T06:18:23.7840045+00:00","3480","3044","mullvadbrowser.exe","C:\Users\Administrator\Desktop\privacy-browser-live\mullvad-browser\mullvadbrowser.exe"
"2026-06-18T06:18:23.7840045+00:00","2752","3480","mullvadbrowser.exe","C:\Users\Administrator\Desktop\privacy-browser-live\mullvad-browser\mullvadbrowser.exe"
"2026-06-18T06:18:24.6036417+00:00","3816","712","MysteriumDark.exe","C:\Users\Administrator\Desktop\privacy-browser-live\myst-lmprove\MysteriumDark.exe"
"2026-06-18T06:18:24.6036417+00:00","3996","3816","MysteriumDark.exe","C:\Users\Administrator\Desktop\privacy-browser-live\myst-lmprove\MysteriumDark.exe"
"2026-06-18T06:18:24.6036417+00:00","4408","3816","MysteriumDark.exe","C:\Users\Administrator\Desktop\privacy-browser-live\myst-lmprove\MysteriumDark.exe"
"2026-06-18T06:18:24.6036417+00:00","1164","3816","MysteriumDark.exe","C:\Users\Administrator\Desktop\privacy-browser-live\myst-lmprove\MysteriumDark.exe"
"2026-06-18T06:18:24.6036417+00:00","4784","3816","myst.exe","C:\Users\Administrator\Desktop\privacy-browser-live\myst-lmprove\resources\app.asar.unpacked\node_modules\@mysteriumnetwork\node\bin\win\x64\myst.exe"
"2026-06-18T06:18:24.6036417+00:00","1472","4784","conhost.exe","C:\Windows\system32\conhost.exe"
"2026-06-18T06:18:24.6036417+00:00","3480","3044","mullvadbrowser.exe","C:\Users\Administrator\Desktop\privacy-browser-live\mullvad-browser\mullvadbrowser.exe"
"2026-06-18T06:18:24.6036417+00:00","2752","3480","mullvadbrowser.exe","C:\Users\Administrator\Desktop\privacy-browser-live\mullvad-browser\mullvadbrowser.exe"
"2026-06-18T06:18:25.3278857+00:00","3816","712","MysteriumDark.exe","C:\Users\Administrator\Desktop\privacy-browser-live\myst-lmprove\MysteriumDark.exe"
