"Timestamp","State","LocalAddress","LocalPort","RemoteAddress","RemotePort","OwningProcess"
"2026-06-18T06:18:52.5920698+00:00","Bound","0.0.0.0","52076","0.0.0.0","0","4452"
"2026-06-18T06:18:52.5920698+00:00","Established","127.0.0.1","52076","127.0.0.1","52075","4452"
"2026-06-18T06:18:52.5920698+00:00","Established","127.0.0.1","52075","127.0.0.1","52076","4452"
"2026-06-18T06:18:53.0926136+00:00","Bound","0.0.0.0","52076","0.0.0.0","0","4452"
"2026-06-18T06:18:53.0926136+00:00","Established","127.0.0.1","52076","127.0.0.1","52075","4452"
"2026-06-18T06:18:53.0926136+00:00","Established","127.0.0.1","52075","127.0.0.1","52076","4452"
"2026-06-18T06:18:53.6085265+00:00","Bound","0.0.0.0","52076","0.0.0.0","0","4452"
"2026-06-18T06:18:53.6085265+00:00","Established","127.0.0.1","52076","127.0.0.1","52075","4452"
"2026-06-18T06:18:53.6085265+00:00","Established","127.0.0.1","52075","127.0.0.1","52076","4452"
"2026-06-18T06:18:54.6133673+00:00","Bound","0.0.0.0","52076","0.0.0.0","0","4452"
"2026-06-18T06:18:54.6133673+00:00","Established","127.0.0.1","52076","127.0.0.1","52075","4452"
"2026-06-18T06:18:54.6133673+00:00","Established","127.0.0.1","52075","127.0.0.1","52076","4452"
"2026-06-18T06:18:56.2959677+00:00","Bound","0.0.0.0","52079","0.0.0.0","0","4452"
"2026-06-18T06:18:56.2959677+00:00","Bound","0.0.0.0","52078","0.0.0.0","0","4452"
"2026-06-18T06:18:56.2959677+00:00","Bound","0.0.0.0","52077","0.0.0.0","0","4452"
"2026-06-18T06:18:56.2959677+00:00","Bound","0.0.0.0","52076","0.0.0.0","0","4452"
"2026-06-18T06:18:56.2959677+00:00","SynSent","127.0.0.1","52079","127.0.0.1","4449","4452"
"2026-06-18T06:18:56.2959677+00:00","SynSent","127.0.0.1","52078","127.0.0.1","4449","4452"
"2026-06-18T06:18:56.2959677+00:00","SynSent","127.0.0.1","52077","127.0.0.1","4449","4452"
"2026-06-18T06:18:56.2959677+00:00","Established","127.0.0.1","52076","127.0.0.1","52075","4452"
"2026-06-18T06:18:56.2959677+00:00","Established","127.0.0.1","52075","127.0.0.1","52076","4452"
"2026-06-18T06:18:57.1757386+00:00","Bound","0.0.0.0","52082","0.0.0.0","0","4452"
"2026-06-18T06:18:57.1757386+00:00","Bound","0.0.0.0","52081","0.0.0.0","0","4452"
"2026-06-18T06:18:57.1757386+00:00","Bound","0.0.0.0","52080","0.0.0.0","0","4452"
"2026-06-18T06:18:57.1757386+00:00","Bound","0.0.0.0","52079","0.0.0.0","0","4452"
"2026-06-18T06:18:57.1757386+00:00","Bound","0.0.0.0","52078","0.0.0.0","0","4452"
"2026-06-18T06:18:57.1757386+00:00","Bound","0.0.0.0","52076","0.0.0.0","0","4452"
"2026-06-18T06:18:57.1912171+00:00","SynSent","127.0.0.1","52082","127.0.0.1","4449","4452"
"2026-06-18T06:18:57.1912171+00:00","SynSent","127.0.0.1","52081","127.0.0.1","4449","4452"
"2026-06-18T06:18:57.1912171+00:00","SynSent","127.0.0.1","52080","127.0.0.1","4449","4452"
"2026-06-18T06:18:57.1912171+00:00","SynSent","127.0.0.1","52079","127.0.0.1","4449","4452"
